@relation movies
@attribute att_avis STRING
@attribute att_thought {-1,1}
@data

'a film destined to be on late night tv long after the present instant  money makers  have long been forgotten  perhaps a little too subtle for today s youngsters  but in time they ll grow into an appreciation of this movie',1

'this movie should not be compared to  the sting   or other caper heist con game films  what makes it such a great movie experience is what it has to say about relationships  deceit and trust  it s also a fairly cutting critique of psychiatry  given that the female protagonist is a shrink who is so easily deceived and then acts out in such a primitive manner in the finale  has mr mamet had an unfortunate experience in therapy  highly  hugely recommended',1

'ask yourself where she got the gun  remember what she was taught about the mark s mindset when the con is over  the gun had blanks and it was provided to her from the very beginning when the patient comes back at the end she was supposed to see him drive away in the red convertible and lead her to the gang splitting up her    thousand the patient was in on the con from the beginning mantegna does not die in the end   the gun had blanks there   enough spoilers for you there  this is why people are giving it such high ratings  it s extremely original because of the hidden ending and how it cons most of the audience',1

'i m a big fan of films where people get conned  and house of games is almost the pinnacle of the  films where people get conned  genre  in short  it s an exceptional thriller that keeps you on the edge of your seat by providing interesting characters with many levels  and never truly revealing what s happening  while throwing in many twists and surprises to upset completely what you ve just seen  the film cons the audience on many occasions  and despite us knowing this  it s still difficult to guess where it s going  and every twist comes off as a surprise  as mentioned  i m a big fan of cons in movies and the plot of this one follows a female psychiatrist who receives a patient with a huge debt owed to a fellow gambler  she then goes to the gambler in an attempt to help out her patient  and on the way gets drawn into the art of reading people in order to pull off a con house of games breathes a sleazy atmosphere throughout  and david mamet does well in establishing his film s setting in the underground levels of the city  the film is well acted also  with all concerned bringing life and believability to their characters with the greatest of skill  joe mantegna stars as the con man at the heart of the film  and although his performance is a little under wrought  he s always solid and believable as the villain of the piece  lindsay crouse stars alongside him as the psychiatrist seduced by his work  and again is believable in her role  she may not be the greatest looker  but at least she can act  the way that the film executes it s plot is the main star of the show  however  and you will no doubt be amazed on multiple occasions as to how the film constantly manages to amaze and deceive the viewer  at times it s almost like we are in the thick of the action and being conned by the con men in the film  another thing that s great about this film is the way that it shows the audience how to pull off certain cons  which is useful if you re interested in making twenty bucks  say  all in all  house of games is a truly first rate thrill ride',1

'spoilers this is a gripping movie about grifters  but who is conning who here  when does the hunter turn into the prey  this gritty  dark movie is slow moving and seductive  it pulls you in and drags you down the proverbial garden path  only to waylay you just as you think you are safe it has a riveting script  with good acting  at least from the leads   i didn t notice the background music  but it was never jarring  so it must have been done right i was very surprised that i liked this movie  because i don t usually go for this genre but this one sucked me in and kept he hooked until the end',1

'get ready for it  this is one of my favourite films of all time  i am relatively unaware of david mamet s  writer and director  other works but after having watched this film half a dozen times it s always a joy to watch   i can say without hesitation that he is a genius  this film is extremely well written  and quickly draws you in to its milieu of deceit  con artistry and back room hustles  the feel of the film is very similar to the sting        and it also pays homage to film noir it s quite a psychologically complex film and will definitely get you thinking about the various plot twists and motives of the shady characters  it is slightly predictable at times but the shocking climax is always exciting to watch generally  the acting is superb  especially joe mantegna  but someone who i watched the film with remarked to me that it s not a good idea to have a heroine  lindsay crouse  who is not only a gambler  a smoker and a thief but also sports a bad    s hairdo  i agree  but i think she is nevertheless outstanding in the role the less you know about the plot of this film  the better  just like mamet s most recent film  the spanish prisoner  because the ending will be even more impressive  just sit back and be prepared to be taken for a ride by a movie that comes dangerously close to brilliance',1

'opening the film with a bach toccata is an aural hint of what is to unfold in this intense drama  all the compositional devices bach perfected to keep his listener  and the performer  intrigued and entertained applies to this film  there isn t a mutual tenderness between the two lead characters and the lead female in the final scene i feel is justified in stating she was raped even though her victimizer feels she was forewarned that he was a cad  mamet compellingly explores the emotional chasm and differences between the genders but i feel he is clueless about how they actually compliment one another given a healthy sense of humor  if mamet ever developed a healthy humorous take on the interaction between the genders i wonder how this work would have ended  as it exists it is very somber and mean spirited',1

'this is very nearly a perfect film  the ideas would be repeated by mamet  but never told so succinctly  this is really about the failure of trust  of the human condition  the film weaves the idea that we are all criminals  no one is innocent  is there anyone alive today who hasn t seen this play out in our own society  every single day  the film is very much structured like a hitchcock thriller  except  there are no more innocent characters  the world is now completely polluted  ruined and everyone is participating in the con  could anything be more true don t miss the soundtrack  it is wonderful',1

'wealthy psychiatrist lindsay crouse has just published her first novel and is feeling down about her profession feeling that it s hopeless to help her patients  a young gambling junkie client asks her to help him pay off his debts if he truly wants to help him get better  here she gets involved with joe mantegna  to reveal any more of the plot would spoil one hell of a fun movie and  house of games  may very well be the best con movie i ve seen  david mamet wrote and directed this gem that s full of snappy dialogue  great one liners  and enough twists to keep you guessing til the end  crouse is perfect as the uptight psychiatrist needing a change and mantegna tops her as the devilishly sly con man  and with the exception of a coincidence in the last quarter of the movie  the film is in utter control of it s audience  and we are loving the con     out of',1

'i m not great at writing reviews  so i ll just spout my opinions   i loved this series at first  the adventure  the action  the comedy  the drama    i thought it was all brilliant  anderson  tapping  shanks  judge  davis    i loved them all  davis  it seemed  was the fifth most important person in the cast  not a big deal  but when his character  general hammond  left at the end of the seventh season  and anderson s character  colonel o neill  moved from the field to the office  the quality of the series suddenly fell off a cliff  i don t know whether it s because hammond was more important that i realized or what  but for some reason  after the seventh season  the series turned to      the first seven seasons  though  were awesome  the movie stargate seemed mediocre the first time i saw it  but it turned out to be  even if this wasn t the original intention  a brilliant setup to the series  i recommend that you watch the movie first  then watch the first season of the tv series  then watch the movie again  you ll have a whole new appreciation of it the second time around  believe me   and then watch the rest of the tv series the last three seasons of the series aren t nearly as good as the first seven  but that doesn t mean they aren t good  it just means they re a letdown if you ve gotten spoiled by the first seven seasons after you have finished this series  be sure to watch the spin off series  stargate  atlantis  it is a worthy successor to this brilliant series edit on          i just found out that don s  davis died a few weeks ago  it is a great loss',1

'house of games is spell binding  it s so nice to occasionally see films that are perfect tens  there are few movies i ve seen that can grip you so quickly  from the opening scene this movie just gets you i m trying really hard not to give to much away to those who may not yet have seen this but there will be a few spoilers so don t read anymore if you don t want to know i would say house of games is not just a superb film but is the best movie about con artists i have ever seen bar none  from the moment the movie is over it begs to be replayed lindsay crouse as margaret ford is simply perfection  from her mannerisms to the inflection of her voice she gets into the role immediately  joe mantegna was also wonderful  the dialogue in this movie has an unforced almost unscripted quality and these two people communicate as much in a look as they do with their voices  i also loved the way the movie was filmed  in that grainy  surreal type of way  it fit perfectly and helped make the film what it was there were a few movies i ve seen and loved that this reminded me of including the grifters and the usual suspects but really  house of games is completely different in it s way  margaret and mike are two of the most absorbing characters i ve seen on the big screen and not only do they have screen chemistry that is strong and palpable from the moment they meet  but the buildup that starts from the moment they set eyes on each other is electrifying  you know something s going to happen but you have no idea what  and just when you think you ve guessed what the  something  is  you realize you haven t even scratched the surface    house of games is one of those movies that may be lumped in to a certain genre of movie type but is essentially a movie about human nature  the character study is not just about the mind of the con artist but the victim as well  as the movie moves along and we get to know more and more about the main characters  we learn about them not just through what they say but how they say it  it is a great character study and is flawless in the way it speeds to it s conclusion in closing  i d rank this    of     call it  although not my absolute favorite film  pretty high on the list   most definitely outstanding and would go so far as to say it does rank as one of the best character studies and contains some of the best  twists  i ve ever seen as well  although i love all types and genres of movies  when it comes to movies of the human psyche  it really doesn t get much better then this  see this movie',1

'if your idea of a thriller is car chases  explosions  and dozens of people being mowed down by gunfire  then  house of games  is definitely not the movie for you  if you like and appreciate psychological drama and suspense  then  by all means  see it  house of games  tells the story of an esteemed psychologist and writer  dr  margaret ford  lindsay crouse   who tries to help a patient and gets involved in the shadowy world of con men led by the charismatic mike  joe mantegna   to say anything more about the plot would ruin the suspense  frankly  i find it hard to believe anyone who says they saw the twists coming  just like a clever con artist  this movie draws you into its web and lulls your vigilance the story is taut and well crafted  the dialogue smart and laconic  the acting uniformly good  mantegna is superbly charismatic   some have complained that dr  ford is not a very sympathetic character  and wondered why mamet would make lindsay crouse look so physically unattractive  but dr  ford is supposed to be cold and aloof  moreover  her homeliness is in a way essential to the plot  at one point  i believe that an injury to her sexual self esteem is a key part of her motivation     i ll say no more   house of games  is a dark look at the underside of human nature that concludes on a note of discomforting ambiguity  it will hold your attention every second while you are watching  and stay with you for a long time afterwards',1

'house of games is a wonderful movie at multiple levels  it is a fine mystery and a shocking thriller  it is blessed with marvelous performances by lindsay crouse and joe montegna  and a strong  strong cast of supporting players  and it introduces ricky jay  card sharp extraordinaire  prestidigitator and historian of magic  its dialogue  written by david mamet  is spoken as if in a play of manners and gives the movie  in which reality is often in question  an extra dimension of unrealness on the face of it  house of games is a convincing glimpse into the unknown world of cheats and con men  diametrically different from the sting  which was played merely for glamour and yuks  at this level it does succeed admirably however  you cannot escape the examination at a deeper level of the odyssey of a woman from complacent professional competence to incredible strength and self realization  the only movie i know of which treats the theme of emergence of personal strength in a woman in as worthy a way is the underrated private benjamin  that thoroughly enjoyable movie unfortunately diffuses its focus  hopping among several themes and exploiting the fine performance of goldie hawn to chase after some easy laughs  house of games sticks to its business  as poe once said of a good short story  it drives relentlessly to its conclusion there is another strain of movies about women  epitomized by thelma and louise  a big budget commercial money maker with the despicable theme that women are doomed  whether or not they realize their inner strengths  what tripe as usual you really ought to see this film in a movie theater  it should be a natural for film festivals  nominate it for one near you if you get the chance i bought the original version of house of games and gave it to my    year old daughter  better she should see it on a tv than not at all',1

'the united states of kiss my ass house of games is the directional debut from playwright david mamet and it is an effective and at times surprising psychological thriller  it stars lindsay crouse as best selling psychiatrist  margaret ford  who decides to confront the gambler who has driven one of her patients to contemplate suicide  in doing so she leaves the safety and comfort of her somewhat ordinary life behind and travels  downtown  to visit the lowlife place  house of games the gambler mike  played excellently by joe mantegna  turns out to be somewhat sharp and shifty  he offers crouse s character a deal  if she is willing to sit with him at a game  a big money game in the backroom  he ll cancel the patients debts  the card game ensues and soon the psychiatrist and the gambler are seen to be in a familiar line of work  gaining the trust of others  and a fascinating relationship begins  what makes house of games interesting and an essential view for any film fan is the constant guessing of who is in control  is it the psychiatrist or the con man or is it the well known man of great bluffs david mamet in house of games the direction is dull and most of the times flat and uninspiring  however in every david mamet film it is the story which is central to the whole proceedings  not the direction  in house of games this shines through in part thanks to the superb performances from the two leads  showy and distracting  but mainly as is the case with much of mamet s work  it is the dialogue  which grips you and slowly draws you into the film  no one in the house of games says what they mean and conversations become battlegrounds and war of words  everyone bluffs and double bluffs  which is reminiscent of a poker games natural order  this is a running theme throughout the film and is used to great effect at the right moments to create vast amounts of tension  house of games can also be viewed as a  class war  division movie  with lindsay crouse we have the middle class  well to do educated psychiatrist and joe mantegna is the complete opposite  the working class of america earning a living by  honest  crime the film seduces the viewer much like crouse is seduced by mantegna and the end result is ultimately a very satisfying piece of american cinema  and the final of the film is definitely something for all to see and watch out for  it s stunning an extremely enjoyable film experience that is worth repeated viewings',1

'david mamet wrote the screenplay and made his directorial debut with  house of games   a character study fraught with psychological overtones  in which a psychiatrist is lured into the dark world of the confidence game  margaret ford  lindsay crouse  has a successful practice and has written a best selling novel   driven   still  she is somewhat discontented with her own personal life  there s an emptiness she can neither define nor resolve  and it primes her vulnerability  when a patient  billy hahn  steven goldstein   confides to her during a session that he owes big money to some gamblers  and that they re going to kill him if he doesn t pay  she decides to intervene on his behalf  this takes her to the  house of games   a seedy little dive where she meets mike  joe mantegna   a charismatic con man who wastes no time before enticing her into his world  instead of the  twenty five large  that billy claimed he owed  mike shows her his book  and it turns out to be eight hundred dollars  and mike agrees to wipe the slate clean  if she ll agree to do him one simple favor  which involves a card game he has going on in the back room  in the middle of a big hand  mike is going to leave the room for a few minutes  while he is gone  her job is to watch for the  tell  of one of the other players  by this time  not only margaret  but the audience  as well  is hooked  the dialogue  and mamet s unique style and the precise cadence with which his actors deliver their lines  is mesmerizing  as mike leads margaret through his compelling  surreal realm of existence  and introduces her to the intricacies of the con game  we are swept right along with her  from that first memorable encounter  when he demonstrates what a  tell  is and how it works  to the lessons of the  short con   to the stunning climax of this film  mamet keeps the con going with an urgency that is relentless  and nothing is what it seems  in the end  margaret learns some hard lessons about life and human nature  and about herself  she changes  and whether or not it s for the better is open to speculation  mantegna is absolutely riveting in this film  he lends every nuance possible to a complex character who must be able to lead you willingly into the shadows  and does  crouse also turns in an outstanding performance here  you feel the rigid  up tight turmoil roiling beneath that calm  self assured exterior  and when her experiences with mike induce the change in her  she makes you feel how deeply it has penetrated  she makes you believe that she is capable of what she does  and makes you understand it  as well  the dynamic supporting cast includes mike nussbaum  joey   lilia skala  dr  littauer   j t  walsh  the businessman   ricky jay  george  and william h  macy  sergeant moran    house of games  is the quintessential mamet  he s written and directed a number of high caliber plays and films since  and will no doubt grace us with more in the future  but this film will be the one that defines him  and you can go to the dictionary and look it up  you ll find it under  perfection   this is one great movie you do not want to miss  i rate this one',1

'this movie is amazing  while being funny and entertaining  it is also profoundly deep and eye opening  i will watch it again and again  bruce is a guy who is unhappy with his life  he has a job and a life  but it isn t what he thinks it will take to bring him happiness  bruce is bitter  unsatisfied  and resentful that his life isn t the way he envisions it should be  as a result of this state of mind  bruce ends up losing his job and blaming god for everything that he thinks is wrong with his life  god comes to bruce and grants him godly powers  bruce uses these powers to get everything he has always wanted  his life is finally exactly what he envisioned it would take to make him happy     with one exception  in the process of gaining everything  he loses the one person who truly loved him  as the movie unfolds  bruce learns that the real change that needed to occur in his life was not the circumstances  but his perception of what was truly there  this movie was inspirational and deep  if you really pay attention  it forces you to look at your life with a deeply humbling respect for the fact that a lot of the time we are so much more blessed than we recognize  as my wife says   since when does anybody know what it takes to make them happy   and my humble addition   may we not lose ourselves and those who matter while we try to find out',1

'this is one of those movies that they did too much promoting for  if you watch t v   then you might as well not watch the movie  almost all the funny scenes are spoiled in the previews  except one which just happens to be jennifer annisten being the funny one  it is typical jim carrey humor and it is really funny  just don t go see this movie expecting to be surprised  all in all  if you like jim carrey or comedies this is a must see  otherwise just watch the previews and you ll be just as satisfied',1

'i absolutely loved this movie  it met all expectations and went beyond that  i loved the humor and the way the movie wasn t just randomly silly  it also had a message  jim carrey makes me happy',1

'wow  finally jim carrey has returned from the died  this movie had me laughing and crying  it also sends a message that we should all know and learn from  jeniffer aniston was great  she will finally have a hit movie under her belt  if you liked liar liar you will love this movie  i give it',1

'i have to say  from the beginning  when i watched the stargate movie movie i wasn t blown away or anything it was like an average sci fi movie  with a lot of potential  though the movie wasn t as  erm  amazing as other sci fi movies such as star wars or aliens  which if u are a sci fi fanatic u will admit one of those two titles are amazing  even though i m not as hardcore sci fi fan as some people  i don t remember one line from either of those movies  i m not a big fan of wearing star wars t shirts  in fact if you saw me i would look like an average person to you  ah getting slightly off the point here  well my point is that the that you don t have to be a hard core sci fi fan to like this great series  which unfortunately ended after    amazing seasons with no drop in its quality as it got nearer to its end  in      though i didn t like the movie much i was quite looking forward to the first season in       and let me tell you  the special effects were only one of the brilliant things about the series  the chemistry between the characters just blew me away the special affects  were as good if not better than most sci fi shows running today  i have to admit that i would never have gone into sci fi if it wasn t for stargate  and my dad  who actually got me into sci fi when i was like    and i m glad he did  other wise i wouldn t have seen the brilliant shows like sg   which now in my opinion sets the benchmark for nearly all sci fi series and movies  basically if a new sci fi series isn t better or as good as sg   its not worth watching  basically this is the best sci fi show to date  and if you don t watch this  then you have no idea what you are missing',1

'bruce almighty is the best jim carrey work since the truman show  and was a pleasant surprise after some of his recent  hey hollywood   look how good i can act   box office disappointments  it s great to see jim recognizing and embracing his strengths  he won t get an academy award but the film itself will last longer than many of the  awarded films  of the academy  he is at the top of his form in this most recent film   it s like the return of an old friend carrey  freeman  and aniston all do a great job together   comfortable in their comedy roles  superb comic timing  and obviously having fun together but without the  hey mom   look how funny i am  type of comedy  a real surprise was steven carrell as carrey s nemesis  carrell of the daily show fame   who walked away with some the best and funniest scenes of the film  i laughed harder at carell than anyone else in the past three years i can foresee the religious nuts in the us will be up in arms over the treatment of god  but the bottom line of the film is true to all major theological beliefs   we are masses of protoplasms trying to get through our short lives by exercising our free will  without married with children t o complain about  this will likely become a target of people with misplaced priorities  who know the types   men adorned in gold watches on sunday morning and late nigh television  selling prayers to god   and  again  about      of the country will care and     of the media will report it the bottom line  this a purely entertaining film  each audience member laughingly wondering what they would do  and a feel good feeling at the movie conclusion  a walk down any major street in america has to confirm that god has a tremendous sense of humor  what better comic genius to remind us of that than jim carry thanks again  jim    it s great to have you back',1

'bruce almighty  will sweep the academy awards with a record    oscar wins  it will surpass  titanic  as the highest grossing film of all time  jim carrey s illustriousness will be at such a supreme level that he will announce his presidential candidacy for the      white house playoffs  almighty then  these grandeur fantasies would only transpire if the filmmakers  carrey included  would possess the powers of god  that very same premise is the paramount ingredient in carrey s new laugh riot  bruce almighty   carrey plays bruce nolan  a televison reporter who is so utterly obsessed in being the main anchor that he holds god to total culpability for his own contretemps  god  heavenly played by morgan freeman  grants bruce the  gift of god  his powers  in order to challenge him if he can do god s job any better  obviously  bruce gets  carreyed  away with his newfound blissful faculties and uses them selfishly  carrey is back in his habitual almighty comedic form in  bruce almighty   jennifer aniston was not  mis pittiful  as bruce s girlfriend  however  my premier kudos goes to director tom shadyac for not letting the dog out of the house for     and showing us the most hilarious doggoned bathroom scene of all time   bruce almighty  is not the most in depth carrey film  but it is still an almighty chuckling exhibition of  carreyism        good',1

'jim carrey and morgan freeman along with jennifer aniston combine to make one of the funniest movies so far this      season  late may  and a good improvement on carrey s past crazy and personally forgetable roles in past comedies  with a slightly toned down carrey antics yet with just the zap and crackle of his old self  carrey powerfully carries this movie to the height of laughter and also some dramatic  tearfully somber moments  elements of jim s real acting abilities continue to show up in this movie  this delightful summer entertainment hits most of the buttons  including dramatic elements along with the goofy moments that fit perfectly with this script  while still lacking in the superbly polished ensemble of comedy drama  bruce  almightly deserves credit for being a great date movie along with a solid message and soft spiritual cynicism and parody that maintains its good natured taste  eight out of ten stars',1

'fairly funny jim carrey vehicle that has him as a news reporter who temporarily gets the power of god and wrecks havoc  carrey is back in familiar ground here and looks to be having a good time  and jennifer aniston as his put upon girlfriend is also charming and affecting  the story is predictible to the extreme but the cast  including morgan freeman as  god   is great and makes the film worth catching  grade  b',1

'well not actually  this movie is very entertaining though  went and saw it with the girlfriend last night and had to use the  i think there might be something in my eye  routine  the movie is a great combination of comedy and typical romance  jim carey is superb as a down on his luck reporter who is given the power to change himself and the city in which he resides  in fact all the characters are great  the movie is not overly funny or sappy  good flick to go see with the wife all in all         note   i am not an easy grader  thats all from bigv over and out',1

'i for one was glad to see jim carrey in a film where being over the top wasn t the goal  his character is like all of us  wanting more   better things to happen to us and expecting god to deliver morgan freeman made a great god  with a sense of humor and a genuine sense of love for each of us yet ready to take a little vacation when the opportunity presents itself i thought jennifer aniston s character was a little too vulnerable and understanding towards carry s basically self centered tv anchorman wanna be but that s the way it was written i think the previews ruined several potentially very funny scenes because everyone who saw them knew what was coming before it happened i have read a number of the reviews and it seems some people are looking a little too deep  this is a summer comedy and is not meant to solve the problems of the world although there are a few messages we could all take to heart a funny film',1

'i am a very big jim carrey fan  i laughed my ass off during liar liar and ace ventura  i also like him in his serious movies  especially truman show  this one is a cross between his very funny side  and his serious side  he is of course very funny in this movie  but there are parts that are very serious  and he pulls it off with a lot of ease  he is truely a multi function actor as for the rest of the cast  i was happy with jennifer aniston s acting  i think she is more than just a couple of nice tits and great ass  morgan freeman makes a very cool god  as for steven carell  his limited scenes are very funny  especially in the anchor scene overall  i would have to rate this a    good acting  funny script  and some very serious situations make this a very good film',1

'i would have rated the series a perfect    for outstanding and consistently high quality story and character development had it not been for the last episode of season    the final episode of the   th season  unending   where  it would certainly appear that  the asgard have been killed off in a very rushed  unconvincing and very unceremonious fashion  left me in disbelief from the extremely rushed end of the series  it s obvious that many of the story arcs were originally scheduled to occur over at least one more season  my guess would be that they rapidly accelerated these stories to position the stargate sg   franchise for the two upcoming direct to dvd moves unless the asgard return in a future sg   movie  with a very good explanation of the  apparent  extinction   i think that the fans have been cheated with a poor clean up of loose ends poor end to an otherwise brilliant sci fi series',1

'i first heard about this film about    years ago when i was a kid in grade school     it just so happened that i was thumbing through the encyclopedias in the classroom one day  and under the entry for movies  or cinema  i don t remember   were several stills for different movies from mainstream to experimental  and one of them shown on the page was a still for offon  it really intrigued me  since it stood out the most on the page  it was a still from the film of the scene with the eye with other elements superimposed over it  about    or so years later  the public library here where i live had available for checkout the whole   dvd set of  treasures of american film archives  released by the national film preservation foundation  so when i was reading the notes on the dvd cases for the set  i was quite pleasantly surprised to see that offon was on one of the discs  after all these years  i could finally see the film  after viewing it  it slightly wasn t was i was expecting it to be  it tended to be a more organic looking film  not that that s a bad thing  but i was expecting it to have a more electronic aesthetic   but it was still an impressive film  imho  considering the techniques scott bartlett used to make the film  including hand tinting the film itself  and using video equipment for some of the film s scenes  filmed off of a video monitor   giving it a more distressed  lo res look don t get me wrong  the techniques used in this film were quite ground breaking for       that s why it s still one of my favorite short experimental films  and a creative inspiration for me as well',1

'a very funny movie  it was good to see jim carrey back in top form  it was definitely worth the price of admission  morgan freeman and jennifer aniston both played outstanding supporting roles in this film  i think they may have played the dog a bit too much however  still a good film to see',1

'bruce almighty  one of carrey s best pictures since    well    a long time  it contains one of the funniest scenes i have seen for a long time too    morgan freeman plays god well and even chips in a few jokes that are surprisingly funny  it contains one or two romantic moments that are a bit boring but over all a great movie with some funny scenes  the best scene in  it is where jim is messing up the anchor man s voice my rating',1

'this film is the best film jim carrey has ever made  carrey did not have his usual face making stuff in this film  he was both funny and sad  carrey played a reporter named bruce nolan  nolan blames god morgan freeman  for everything that goes wrong in his life  then  god comes down from heaven and gives bruce his powers  as i said before  carrey did an excellent job  i also thought that morgan freeman and jennifer aniston were great as supporting actor actress  the plot was good because it had many subpoints in the main point  this movie can be funny bruce s dog  as well as sad the  break up    the script worked well  too  i am glad they made a sequel to this film  i rate this film a',1

'if you want a serious laugh pain  watch this movie  and the things bruce inflicts on his fellow newscaster  the deleted scenes are priceless  i don t know why they didn t include them in the original movie  it can t be because of time  since the movie is only     minutes long  morgan freeman is a brilliant actor  who has been overlooked for too long  jim carrey needs meds',1

'as someone who lives near buffalo  new york  this movie scored points with me before i even saw it  since the story is based here  there are even some bit parts with real life news tv anchor people from buffalo  and  for once  it doesn t knock the area  hallelujah theology wise  puh leeze    god is still made to look and think like humans   and  of course  be a bit on the liberal side  being the lightweight comedy it is  it s nothing that should win any awards but it still is entertaining and is a pleasant way to kill     minutes there are some laugh out loud slapstick comedy scenes and  hopefully  audiences   from christians to atheists   got something out of this besides a few laughs  such as what prayer should really be all about  kudos to the writers for at least getting that theology correct and giving a good message overall  it s a good hearted film that should offend very few',1

'i really do not know what people have against this film  but it s definitely one of my favourites  it s not preachy  it s not anchored by it s moral  it shouldn t be controversial  it s just god  any possible god  no matter the religion  and it s really funny jim carry plays bruce nolan  a tv reporter usually stuck on the lighter side of the news  desperate to prove himself  more or less to himself  that he can be taken seriously and do a good job in an anchor job  this drive is what is slowly driving his beautiful girlfriend grace  jennifer aniston  away  when the final straws are executed  he s quick to not laugh  but yell in the face of god  who in turn gives bruce his powers  bruce then makes his life better for himself  until he s guilted into helping others  where he then continues to miss the point of his powers  meanwhile  his constant excitement about his own life makes him more selfish  leaving his relationship on dangerous ground ok  that was kinda long  but as a plot  it works well  the step by step fashion in which we meet the challenges of being god is much better than clustering his problems together  and is able to hide itself fairly well as you probably know from hearing about this movie in the first place  carrey s pitch perfect acting stays in character  which  luckily enough  is him   and controls and gives atmosphere to the movie scene by scene  whether they would admit it or not  the role was written or rewritten exclusively for carrey  without him  the humour would turn flat  as humour is half execution  and the humour is very good in the first place  but without carrey  it would kinda feel like a it s a wonderful life wannabe jennifer aniston is great and  no matter what some may say  does not act like the only excuse for the third act  at least  you don t think that when you see her  she gives a heartfelt performance and makes you forget you re watching a movie  she and carrey feel very much like a real couple the movie feels ggooooodd  see the movie to understand   has a very nice feeling  tackles the idea appropriately and better than expected and overall should never have been called slapped together just to save carrey s career  which wasn t goin  anywhere',1

'well  was morgan freeman any more unusual as god than george burns  this film sure was better than that bore   oh  god   i was totally engrossed and lmao all the way through  carrey was perfect as the out of sorts anchorman wannabe  and aniston carried off her part as the frustrated girlfriend in her usual well played performance  i  for one  don t consider her to be either ugly or untalented  i think my favorite scene was when carrey opened up the file cabinet thinking it could never hold his life history  see if you can spot the file in the cabinet that holds the events of his bathroom humor  i was rolling over this one  well written and even better played out  this comedy will go down as one of this funnyman s best',1

'i nominate this and babylon   as the best television sci fi series made  both stand out in my mind because unlike early star trek series  there is a consistent evolution of plots and characters  if you look at the original star trek and star trek tng  they were fine shows  but there was no overall theme or plot that connected all the episodes  in many ways  you could usually watch the shows totally out of sequence with no difficulty understanding what is occurring  this was less the case with deep space    with its giant battles that took up all of the final season  and the other trek shows  as there was more of a larger story that unified them  this coherence seems to have developed as a concept with babylon   and saw this to an even greater extent with sg    the bottom line is that in many ways this series was like watching a family or a long novel slowly take form  sure  there were a few  throwaway  episodes that were not connected to the rest  but these were very few and far between and were also usually pretty funny and speaking of funny  i loved that sg   kept the mood light from time to time and wasn t so dreadfully serious  in this way  i actually enjoyed it more than babylon    jack o neill was a great character with his sarcasm and love of homer simpson  it s really too bad he slowly faded from the series in later seasons to truly appreciate sg    you should watch it from the beginning and see how intricately the plots work  this coherence gives the show exceptional staying power  and  if you don t like sg   after giving it a fair chance  then sci fi is probably not the genre for you',1

'starring  jim carrey  morgan freeman  jennifer anniston i was really quite skeptical the first time i watched this movie  i mean  what a conceptual nightmare  jim carrey playing god  nothing is sacred anymore well  this movie is hardly sacred  but it also is not sacrilegious  at least not to any great extent  yes  jim carrey has the powers of god for a while  but he is not god  confused  i ll give you the low down jim carrey plays bruce nolan  a reporter who is down on his luck and feeling very unsuccessful with his life  he lives with his beautiful girlfriend  grace  anniston   and you can tell right off the bat that they love each other  but the relationship is on fairly shaky ground then bruce gets a shot at anchorman  only to have it underhandedly stolen by evan baxter  obviously not please  bruce shares his thoughts with the world through the television in a way which is comical and definitely worthy of getting him fired much complaining and griping about god later  bruce gets a page  after a while he gets tired of it calling  so he responds and goes to the omni presents building  heh   there he meets god  freeman   who is the boss  electrician  and janitor of the building  i found this highly amusing  god is the boss  the holy spirit is the electrician  and jesus christ is the janitor  think about it  boss  obvious  electrician  the guy who keeps everything running  janitor  the guy who cleans up the mess that the world has left  brilliant anyway  bruce is a little skeptical about having actually met god  but when god gives bruce his powers and gives him a shot at playing god  he starts to believe a bit  wonder why  enter the flagrant abuse of powers for personal gain and to abuse the enemies since this is hollywood  bruce obviously eventually smartens up  learns his lesson  and starts using his powers for the good of the world  in the end he cries out for god to take it away and prays that his will be done  not bruce s since it is jim carrey  the movie is quite amusing  and there are definitely some highly entertaining moments in it  the movie is not perfect theology  but for hollywood  it is definitely a good attempt  many statements in the film can be quite thought provoking and even challenging  and i applaud tom shadyac for his effort in this movie so  while far from perfect  definitely an amusing popcorn movie with a little bit of thought behind it bottom line      out of    worth a view or two',1

